,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SOCIAL_NETWORK,BMI_RANGE,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
1128,10/18/15,2,1,8,8,1,8,8,2,0,3,36 to 50,Female,725.9
1129,10/18/15,2,5,3,5,1,3,8,2,3,0,Less than 20,Female,639.9
1130,10/18/15,0,5,1,1,2,2,4,1,0,0,51 or more,Female,496.1
1131,10/18/15,3,4,4,5,1,5,8,1,2,10,51 or more,Female,630.1
1132,10/18/15,3,2,8,10,1,7,7,2,1,7,Less than 20,Female,730.6
1133,10/18/15,5,3,7,6,1,3,7,2,1,1,36 to 50,Female,692.4
1134,10/18/15,5,1,10,10,2,10,7,2,5,10,36 to 50,Female,731.2
1135,10/18/15,5,3,10,10,1,10,7,2,1,7,51 or more,Female,695.5
1136,10/19/15,3,4,6,7,1,5,5,2,2,10,21 to 35,Female,711.1
1137,10/19/15,4,4,6,4,1,7,8,1,5,7,36 to 50,Female,650.9
1138,10/19/15,5,4,4,10,1,9,8,2,0,9,21 to 35,Female,670.0
1139,10/19/15,1,2,3,7,2,4,6,1,2,2,51 or more,Male,612.5
1140,10/19/15,5,4,10,6,2,10,8,2,8,10,36 to 50,Female,741.6
1141,10/19/15,5,5,5,10,1,10,8,2,10,5,21 to 35,Female,683.8
1142,10/19/15,4,3,5,10,2,9,7,2,2,10,51 or more,Female,720.8
1143,10/19/15,5,1,8,8,1,5,6,2,5,10,51 or more,Female,750.4
1144,10/19/15,3,3,10,10,2,10,8,2,8,8,36 to 50,Male,741.6
1145,10/19/15,5,0,10,10,1,10,10,2,10,10,36 to 50,Male,820.2
1146,10/19/15,2,5,4,10,2,5,6,2,8,5,36 to 50,Female,650.1
1147,10/19/15,5,2,10,9,1,8,8,2,6,6,21 to 35,Female,734.4
1148,10/20/15,3,3,4,2,2,6,7,2,2,10,51 or more,Male,655.6
1149,10/20/15,1,3,10,4,1,1,10,2,4,10,21 to 35,Male,706.2
1150,10/20/15,2,3,10,3,2,1,8,2,0,5,21 to 35,Female,656.5
1151,10/20/15,4,5,2,2,1,1,7,2,0,4,21 to 35,Female,607.0
1152,10/20/15,4,2,3,1,2,7,8,1,2,10,21 to 35,Female,650.9
1153,10/20/15,2,0,0,0,1,10,7,2,10,10,21 to 35,Male,690.4
1154,10/20/15,1,1,1,5,1,2,7,1,0,5,Less than 20,Male,590.2
1155,10/20/15,3,2,1,4,1,3,7,2,7,7,51 or more,Male,665.2
1156,10/20/15,2,1,3,8,2,5,8,1,1,2,21 to 35,Female,628.4
1157,10/20/15,2,2,8,10,2,8,9,2,0,2,21 to 35,Female,639.4
1158,10/20/15,3,2,5,5,1,4,7,2,4,7,36 to 50,Female,706.2
1159,10/20/15,1,2,4,3,1,4,8,2,6,8,21 to 35,Male,684.3
1160,10/20/15,2,4,0,1,1,6,8,1,5,9,21 to 35,Male,618.4
1161,10/20/15,4,4,6,10,2,8,6,2,3,7,Less than 20,Female,679.6
1162,10/20/15,1,3,3,10,1,7,5,2,1,4,Less than 20,Male,665.6
1163,10/20/15,0,5,5,4,2,5,6,2,6,1,21 to 35,Female,616.1
1164,10/21/15,2,4,5,10,2,10,7,1,1,2,51 or more,Female,608.8
1165,10/21/15,1,4,3,10,2,10,8,1,3,1,21 to 35,Female,617.5
1166,10/21/15,5,2,10,4,1,8,8,2,10,10,21 to 35,Female,758.2
1167,10/21/15,4,3,6,8,1,5,6,2,3,2,21 to 35,Male,672.2
1168,10/21/15,2,4,0,1,2,1,10,2,1,10,51 or more,Male,582.1
1169,10/22/15,3,2,6,5,1,10,8,2,10,10,21 to 35,Male,731.4
1170,10/22/15,5,3,5,8,2,9,7,1,1,2,21 to 35,Male,637.5
1171,10/22/15,0,3,6,10,1,2,7,2,1,6,36 to 50,Male,685.4
1172,10/22/15,2,0,1,6,2,2,8,1,1,1,21 to 35,Female,585.3
1173,10/22/15,4,5,3,8,1,5,8,2,5,5,21 to 35,Female,642.0
1174,10/22/15,2,2,4,10,1,8,8,2,2,5,36 to 50,Female,698.7
1175,10/22/15,0,4,3,8,2,3,8,2,2,4,21 to 35,Male,638.2
1176,10/22/15,2,4,4,4,2,10,7,1,2,2,21 to 35,Female,644.5
1177,10/22/15,5,5,3,10,1,7,6,2,1,7,21 to 35,Female,682.8
1178,10/22/15,3,2,5,8,1,10,7,1,7,10,Less than 20,Male,698.9
1179,10/22/15,5,2,7,10,1,9,9,2,3,7,36 to 50,Female,736.5
1180,10/22/15,3,4,3,3,2,2,8,1,0,7,51 or more,Female,563.2
1181,10/22/15,4,3,10,10,1,5,7,2,3,5,21 to 35,Female,704.7
1182,10/23/15,4,3,5,7,2,10,7,2,4,7,51 or more,Female,688.7
1183,10/23/15,4,2,5,6,1,7,5,2,1,7,36 to 50,Female,665.6
1184,10/23/15,3,3,8,6,1,10,8,2,1,10,36 to 50,Female,728.0
1185,10/23/15,2,4,2,7,2,3,6,2,1,5,21 to 35,Female,597.0
1186,10/23/15,3,1,9,10,1,7,7,2,2,7,Less than 20,Female,749.3
1187,10/23/15,4,5,3,4,1,3,8,2,0,10,51 or more,Female,662.0
1188,10/23/15,2,4,8,10,1,7,10,1,3,9,Less than 20,Male,690.4
1189,10/23/15,2,2,10,4,2,7,6,1,4,10,21 to 35,Female,648.8
1190,10/24/15,5,3,4,4,1,1,3,1,1,4,36 to 50,Female,592.6
1191,10/24/15,3,2,7,4,2,5,6,1,4,8,51 or more,Male,636.5
1192,10/24/15,2,1,5,3,1,10,5,2,3,5,51 or more,Female,688.3
1193,10/24/15,2,2,10,10,1,10,8,1,3,4,36 to 50,Female,692.3
1194,10/24/15,2,2,10,10,1,10,8,1,5,6,36 to 50,Female,707.6
1195,10/24/15,5,1,10,10,1,10,4,2,10,10,36 to 50,Female,766.3
1196,10/24/15,5,4,3,5,1,4,8,2,1,2,36 to 50,Female,635.0
1197,10/24/15,3,2,4,2,1,5,6,2,2,5,51 or more,Female,643.3
1198,10/24/15,4,2,6,10,1,6,8,2,5,3,36 to 50,Female,705.1
1199,10/24/15,4,3,8,3,2,5,7,1,3,6,Less than 20,Male,648.6
1200,10/24/15,3,3,6,3,2,2,8,1,6,7,21 to 35,Female,641.4
1201,10/24/15,4,5,5,6,1,8,6,1,1,7,36 to 50,Female,666.0
1202,10/25/15,4,4,4,2,2,6,7,2,1,5,21 to 35,Female,623.3
1203,10/25/15,3,4,10,5,2,4,8,2,1,10,21 to 35,Female,643.5
1204,10/25/15,1,5,6,10,1,6,7,2,6,3,21 to 35,Female,655.6
1205,10/25/15,3,1,5,3,2,2,7,2,1,4,36 to 50,Male,653.1
1206,10/25/15,3,2,8,10,1,6,7,2,2,6,51 or more,Male,715.1
1207,10/25/15,5,3,8,6,1,5,7,2,0,4,21 to 35,Male,670.7
1208,10/25/15,2,3,1,7,2,6,6,2,6,2,51 or more,Female,631.6
1209,10/25/15,4,3,7,8,1,10,8,2,2,10,36 to 50,Female,728.0
1210,10/25/15,5,2,6,5,1,10,9,1,3,7,21 to 35,Female,665.3
1211,10/25/15,5,4,7,4,1,5,10,2,5,7,21 to 35,Female,693.4
1212,10/26/15,5,2,8,9,1,8,8,2,9,5,36 to 50,Male,746.3
1213,10/26/15,2,3,6,3,1,6,7,1,4,10,51 or more,Female,693.0
1214,10/26/15,5,0,10,10,1,10,9,1,9,9,36 to 50,Male,767.3
1215,10/26/15,4,2,6,7,2,4,8,2,1,9,51 or more,Male,723.4
1216,10/26/15,2,2,7,6,1,9,6,2,2,3,Less than 20,Male,708.7
1217,10/26/15,3,1,5,5,2,2,8,2,1,10,36 to 50,Female,663.5
1218,10/26/15,2,3,4,10,2,6,6,2,1,1,21 to 35,Male,592.5
1219,10/26/15,4,4,1,2,2,3,7,2,1,2,21 to 35,Female,631.2
1220,10/26/15,3,3,4,5,2,3,8,1,7,4,21 to 35,Male,629.7
1221,10/26/15,4,4,1,6,2,6,8,2,1,8,51 or more,Male,623.5
1222,10/26/15,3,2,6,10,1,5,7,2,10,10,36 to 50,Female,740.4
1223,10/26/15,5,3,5,5,1,8,8,2,8,7,51 or more,Female,719.1
1224,10/26/15,3,0,6,3,2,2,10,1,10,9,21 to 35,Female,675.8
1225,10/26/15,5,3,6,5,1,1,8,2,0,10,21 to 35,Male,624.2
1226,10/27/15,4,4,2,3,2,4,7,2,0,3,21 to 35,Male,583.8
1227,10/27/15,3,2,5,8,1,3,6,2,2,8,Less than 20,Female,697.3
1228,10/27/15,1,3,5,10,2,10,5,2,4,5,21 to 35,Female,659.4
1229,10/27/15,1,2,7,7,2,3,7,2,4,10,36 to 50,Female,673.7
1230,10/27/15,5,3,3,8,2,10,7,2,1,5,36 to 50,Female,629.2
1231,10/27/15,5,1,4,10,2,6,7,2,5,4,51 or more,Female,681.1
1232,10/28/15,3,3,5,10,1,8,8,2,5,5,Less than 20,Female,695.3
1233,10/28/15,5,2,6,7,1,5,9,2,5,3,36 to 50,Female,725.5
1234,10/28/15,2,5,5,2,1,2,8,1,1,5,21 to 35,Female,598.9
1235,10/28/15,3,1,4,6,1,5,7,1,7,7,21 to 35,Female,689.4
1236,10/28/15,1,2,4,2,1,10,7,1,9,7,21 to 35,Female,668.3
1237,10/28/15,2,4,10,10,2,3,6,2,4,10,36 to 50,Male,688.8
1238,10/28/15,2,1,3,3,1,5,9,2,1,4,21 to 35,Female,669.4
1239,10/28/15,1,2,5,10,2,10,5,2,4,5,21 to 35,Female,681.5
1240,10/28/15,3,5,10,10,2,2,6,2,7,10,36 to 50,Female,714.1
1241,10/28/15,2,2,5,10,2,6,8,2,3,7,36 to 50,Male,657.5
1242,10/28/15,4,4,6,3,1,5,8,2,5,6,51 or more,Female,703.2
1243,10/28/15,4,4,3,10,1,4,6,2,0,5,21 to 35,Female,632.9
1244,10/28/15,4,3,10,8,2,8,8,2,8,8,36 to 50,Female,717.4
1245,10/28/15,1,5,7,10,2,2,6,2,3,4,51 or more,Female,632.5
1246,10/28/15,5,3,6,2,1,9,5,2,2,10,51 or more,Male,720.4
1247,10/28/15,1,3,10,10,1,10,6,1,4,5,Less than 20,Female,669.8
1248,10/29/15,3,3,6,1,1,5,7,1,2,3,21 to 35,Male,631.6
1249,10/29/15,2,2,3,10,2,5,8,2,5,3,36 to 50,Female,630.1
1250,10/29/15,3,3,6,3,2,8,9,2,7,10,Less than 20,Female,709.1
1251,10/29/15,5,3,3,10,1,10,6,2,0,8,36 to 50,Female,681.7
1252,10/29/15,3,3,4,3,2,8,8,1,1,2,21 to 35,Female,598.4
1253,10/29/15,2,4,4,3,2,2,8,2,2,2,21 to 35,Male,656.7
1254,10/29/15,4,3,5,10,1,8,8,1,7,3,21 to 35,Female,714.0
1255,10/30/15,3,5,4,5,2,3,5,2,0,4,51 or more,Male,627.4
1256,10/30/15,1,2,10,10,1,10,7,2,10,10,51 or more,Female,758.4
1257,10/30/15,4,2,6,6,1,3,7,2,3,6,Less than 20,Female,658.4
1258,10/30/15,2,4,1,1,1,2,10,1,2,2,Less than 20,Female,587.4
1259,10/30/15,3,3,4,8,2,3,5,2,1,5,51 or more,Female,652.9
1260,10/30/15,3,3,1,7,2,3,8,2,2,3,36 to 50,Female,622.9
1261,10/30/15,1,2,2,6,1,8,6,1,2,7,36 to 50,Male,652.4
1262,10/30/15,5,3,4,2,1,6,8,2,0,5,51 or more,Female,623.5
1263,10/31/15,2,1,9,8,1,1,8,2,1,5,36 to 50,Male,683.7
1264,10/31/15,3,4,4,4,2,2,6,2,1,3,51 or more,Female,605.3
1265,10/31/15,4,2,3,10,2,2,5,2,0,4,51 or more,Female,647.6
1266,10/31/15,2,5,5,10,1,4,8,2,10,2,21 to 35,Female,704.7
1267,10/31/15,5,2,10,10,1,8,7,2,5,7,36 to 50,Female,758.0
1268,11/1/15,5,0,10,10,1,10,10,2,4,10,Less than 20,Male,719.9
1269,11/1/15,2,2,3,10,2,6,5,2,0,10,51 or more,Female,675.6
1270,11/1/15,5,3,3,3,1,5,6,2,0,10,51 or more,Male,629.7
1271,11/1/15,2,3,10,10,1,7,7,2,3,7,21 to 35,Female,698.3
1272,11/1/15,1,3,5,4,1,1,6,1,0,1,51 or more,Female,608.5
1273,11/1/15,4,4,7,10,1,8,7,2,8,3,21 to 35,Male,741.0
1274,11/1/15,4,4,8,10,1,7,7,2,10,5,21 to 35,Male,745.9
1275,11/1/15,3,2,2,5,1,8,6,2,1,3,21 to 35,Male,642.2
1276,11/1/15,2,2,4,10,2,2,8,2,2,10,21 to 35,Male,704.3
1277,11/1/15,5,5,4,8,1,1,5,2,3,10,51 or more,Male,679.7
1278,11/1/15,1,2,6,8,2,3,8,2,7,7,21 to 35,Male,690.9
1279,11/1/15,2,4,2,3,1,3,8,2,1,10,21 to 35,Male,633.1
1280,11/1/15,0,5,2,3,2,3,5,2,1,7,51 or more,Female,617.2
1281,11/1/15,2,2,7,10,1,6,7,1,5,8,21 to 35,Female,713.4
1282,11/1/15,5,3,4,10,1,5,7,2,1,7,Less than 20,Female,670.7
1283,11/2/15,4,3,1,6,1,6,8,1,9,8,21 to 35,Female,677.9
1284,11/2/15,4,2,2,10,1,6,6,2,1,5,21 to 35,Male,662.2
1285,11/2/15,3,4,6,10,2,8,8,2,8,5,36 to 50,Female,695.3
1286,11/2/15,3,1,8,5,1,5,7,2,1,4,36 to 50,Female,699.6
1287,11/2/15,5,1,6,7,1,4,5,2,0,7,51 or more,Male,688.8
1288,11/2/15,5,5,8,10,1,8,7,1,6,5,36 to 50,Male,695.1
1289,11/2/15,3,4,4,6,2,8,4,1,3,5,21 to 35,Male,614.6
1290,11/2/15,5,1,8,10,1,10,8,2,5,10,36 to 50,Female,772.2
1291,11/2/15,3,3,6,8,2,3,5,1,4,6,21 to 35,Female,630.8
1292,11/2/15,2,4,3,10,1,2,9,2,1,4,51 or more,Female,672.2
1293,11/2/15,2,2,4,8,1,7,7,2,4,4,36 to 50,Female,710.2
1294,11/3/15,5,3,7,5,1,4,10,1,2,9,51 or more,Female,700.0
1295,11/3/15,4,5,2,10,2,10,8,1,0,5,21 to 35,Female,602.2
1296,11/3/15,3,3,3,5,2,8,8,2,3,5,21 to 35,Male,630.7
1297,11/3/15,2,2,4,5,1,4,6,2,1,5,21 to 35,Female,639.7
1298,11/3/15,5,3,2,10,1,4,7,2,0,7,36 to 50,Female,689.2
1299,11/3/15,3,2,7,10,2,3,8,2,5,7,36 to 50,Male,682.4
1300,11/3/15,5,3,2,10,1,4,7,2,0,7,36 to 50,Female,694.3
1301,11/3/15,4,4,4,4,2,5,7,2,1,3,36 to 50,Female,628.2
1302,11/3/15,1,2,5,10,1,1,6,2,1,5,36 to 50,Female,686.7
1303,11/3/15,5,4,8,8,1,7,8,2,5,6,21 to 35,Male,713.8
1304,11/3/15,5,2,2,3,2,2,6,2,1,2,21 to 35,Female,632.5
1305,11/3/15,5,4,4,10,1,10,6,2,6,4,21 to 35,Female,681.7
1306,11/3/15,4,1,4,6,1,4,7,2,5,10,36 to 50,Male,718.1
1307,11/3/15,4,1,3,6,2,1,7,2,6,7,51 or more,Male,641.0
1308,11/4/15,0,5,3,10,2,9,4,2,0,1,36 to 50,Male,633.5
1309,11/4/15,3,2,10,7,1,6,7,2,3,8,21 to 35,Female,691.3
1310,11/4/15,5,4,2,3,1,7,7,2,5,10,36 to 50,Female,684.7
1311,11/4/15,2,1,10,9,2,2,6,2,3,7,36 to 50,Female,705.6
1312,11/4/15,3,5,3,6,1,4,8,1,1,10,36 to 50,Female,629.9
1313,11/4/15,3,4,10,10,2,10,7,2,8,5,36 to 50,Female,721.0
1314,11/4/15,1,5,0,5,2,1,7,2,0,10,51 or more,Male,574.7
1315,11/4/15,2,3,2,3,1,8,6,1,2,5,36 to 50,Female,606.5
1316,11/4/15,2,2,2,5,1,5,9,2,0,2,21 to 35,Female,645.6
1317,11/4/15,2,2,10,6,2,5,7,2,3,4,Less than 20,Female,650.3
1318,11/4/15,5,1,10,10,2,7,8,2,3,10,21 to 35,Female,735.9
1319,11/4/15,1,4,5,10,1,10,7,1,1,3,21 to 35,Male,664.9
1320,11/4/15,2,3,5,4,1,3,7,1,5,3,21 to 35,Female,663.5
1321,11/4/15,4,4,10,10,1,10,7,2,9,2,36 to 50,Male,732.9
1322,11/4/15,3,3,6,5,1,10,8,1,1,3,21 to 35,Female,660.0
1323,11/4/15,3,4,5,1,2,6,7,1,2,2,36 to 50,Male,591.0
1324,11/4/15,4,3,10,7,1,5,6,2,2,7,21 to 35,Female,714.7
1325,11/4/15,1,5,2,4,2,1,9,1,2,3,21 to 35,Female,547.9
1326,11/4/15,3,3,7,6,2,3,8,1,8,10,Less than 20,Female,660.3
1327,11/4/15,3,1,3,3,1,7,8,2,1,1,Less than 20,Male,657.7
1328,11/4/15,4,5,10,2,2,2,8,1,4,3,36 to 50,Female,598.9
1329,11/4/15,1,3,10,5,2,10,6,2,6,10,21 to 35,Male,676.6
1330,11/5/15,2,1,3,2,2,3,6,1,4,3,21 to 35,Female,602.1
1331,11/5/15,2,2,9,3,1,1,7,2,1,10,21 to 35,Male,692.0
1332,11/5/15,3,4,7,4,2,10,7,2,0,7,51 or more,Male,615.6
1333,11/5/15,4,3,2,7,2,8,7,2,4,4,51 or more,Female,664.5
1334,11/5/15,2,2,5,10,1,3,8,2,9,10,21 to 35,Female,726.6
1335,11/5/15,2,2,4,8,2,6,7,2,2,5,36 to 50,Female,643.7
1336,11/5/15,1,4,3,3,1,3,6,1,1,1,Less than 20,Female,585.1
1337,11/5/15,2,5,8,10,2,6,6,1,3,1,Less than 20,Female,594.2
1338,11/5/15,4,5,2,1,1,1,8,2,9,10,51 or more,Female,632.7
1339,11/5/15,1,5,3,6,2,8,8,1,2,10,21 to 35,Female,581.4
1340,11/5/15,3,1,9,4,2,4,7,2,6,4,21 to 35,Male,663.7
1341,11/6/15,3,3,6,5,1,5,8,1,10,10,21 to 35,Female,710.0
1342,11/6/15,4,4,2,2,2,8,7,1,4,10,36 to 50,Male,608.4
1343,11/6/15,5,5,10,10,1,10,7,1,7,7,51 or more,Female,741.4
1344,11/6/15,3,4,4,6,2,7,9,2,1,5,21 to 35,Male,629.0
1345,11/6/15,3,2,10,10,1,7,7,2,5,5,Less than 20,Female,735.7
1346,11/6/15,2,4,7,10,1,10,8,1,10,3,Less than 20,Male,661.7
1347,11/6/15,4,4,7,10,1,8,7,1,0,10,51 or more,Female,693.4
1348,11/6/15,4,5,7,10,1,3,8,2,4,3,21 to 35,Female,685.8
1349,11/6/15,4,3,3,5,2,8,8,2,1,7,36 to 50,Female,647.7
1350,11/6/15,3,2,10,10,1,3,8,2,5,6,36 to 50,Female,701.1
1351,11/6/15,4,1,10,10,1,7,8,2,10,10,51 or more,Female,795.4
1352,11/7/15,2,3,2,2,1,3,6,1,3,6,36 to 50,Male,627.6
1353,11/7/15,1,5,1,2,1,3,7,1,10,10,Less than 20,Male,619.3
1354,11/7/15,1,5,1,4,1,2,6,1,8,10,Less than 20,Male,601.9
1355,11/7/15,0,2,1,2,1,5,8,1,1,5,21 to 35,Male,606.3
1356,11/7/15,2,1,10,10,1,6,7,2,9,10,36 to 50,Female,744.0
1357,11/7/15,2,2,3,6,1,1,7,2,1,4,36 to 50,Female,649.5
1358,11/7/15,4,1,6,4,1,8,8,2,3,5,36 to 50,Female,697.0
1359,11/7/15,5,0,5,6,1,7,6,1,2,4,21 to 35,Male,676.0
1360,11/7/15,1,0,7,5,1,4,8,2,1,7,21 to 35,Male,708.1
1361,11/7/15,3,3,2,5,1,3,8,2,1,9,21 to 35,Female,668.8
1362,11/7/15,1,3,2,5,1,5,8,1,1,2,21 to 35,Female,626.7
1363,11/7/15,2,4,3,4,2,4,5,1,2,2,21 to 35,Female,597.0
1364,11/8/15,2,1,4,10,1,2,6,2,7,6,36 to 50,Male,676.7
1365,11/8/15,1,3,6,10,2,10,6,2,3,7,21 to 35,Female,657.9
1366,11/8/15,1,1,5,4,1,10,8,2,1,7,21 to 35,Male,670.2
1367,11/8/15,5,1,7,4,1,8,8,2,0,6,51 or more,Female,710.6
1368,11/8/15,3,2,5,10,2,6,7,2,3,3,21 to 35,Male,631.8
1369,11/8/15,2,3,5,4,1,2,8,1,0,1,21 to 35,Female,614.2
1370,11/8/15,1,2,4,4,2,5,7,2,1,5,21 to 35,Male,601.0
1371,11/8/15,2,3,4,10,2,6,9,2,2,5,21 to 35,Male,666.2
1372,11/8/15,3,1,4,10,2,2,8,2,3,7,21 to 35,Male,704.3
1373,11/8/15,3,2,3,5,2,3,7,2,1,3,51 or more,Female,663.5
1374,11/8/15,1,1,3,4,1,3,4,1,3,3,21 to 35,Female,611.9
1375,11/8/15,2,1,6,7,1,4,5,1,3,4,Less than 20,Male,632.7
1376,11/8/15,4,2,3,5,2,3,4,1,7,3,51 or more,Female,634.0
1377,11/8/15,3,4,6,8,1,3,4,2,9,4,Less than 20,Female,671.4
1378,11/8/15,4,1,8,5,2,2,5,1,4,8,36 to 50,Female,666.3
1379,11/9/15,0,3,5,8,2,2,8,2,2,4,36 to 50,Female,612.5
1380,11/9/15,4,3,6,10,1,7,7,2,0,5,21 to 35,Female,693.2
1381,11/9/15,1,3,3,7,2,1,8,2,1,10,36 to 50,Male,637.8
1382,11/9/15,3,1,2,1,1,3,8,1,0,3,36 to 50,Female,597.4
1383,11/9/15,3,5,7,5,2,3,10,2,2,8,51 or more,Female,659.0
1384,11/9/15,5,4,7,5,1,4,9,1,5,8,51 or more,Female,665.8
1385,11/9/15,0,2,4,6,1,2,8,2,2,3,Less than 20,Male,631.2
1386,11/9/15,1,4,4,5,1,3,8,2,4,9,Less than 20,Female,660.3
1387,11/9/15,2,2,6,8,1,6,8,1,4,5,Less than 20,Male,652.4
1388,11/9/15,4,4,3,7,2,5,8,1,1,3,36 to 50,Female,609.7
1389,11/9/15,2,5,3,4,1,7,5,2,2,1,21 to 35,Male,631.6
1390,11/9/15,1,5,5,10,2,3,5,1,0,2,51 or more,Female,569.6
1391,11/9/15,0,4,8,3,1,10,6,1,1,3,21 to 35,Male,625.6
1392,11/9/15,5,4,3,10,1,7,7,2,5,10,51 or more,Female,725.5
1393,11/9/15,5,3,6,5,1,8,8,1,4,10,21 to 35,Male,671.5
1394,11/9/15,4,2,3,10,1,7,8,2,10,10,36 to 50,Female,718.9
1395,11/10/15,3,3,10,10,1,10,7,1,5,5,51 or more,Female,702.3
1396,11/10/15,4,2,6,2,2,5,8,2,6,6,36 to 50,Male,664.1
1397,11/10/15,3,2,7,2,1,2,8,1,5,4,51 or more,Female,612.5
1398,11/10/15,5,3,8,10,1,10,7,2,5,10,36 to 50,Female,775.4
1399,11/10/15,2,2,4,9,1,4,6,1,5,4,Less than 20,Male,651.6
1400,11/10/15,4,4,10,7,1,6,6,2,8,8,51 or more,Male,735.3
1401,11/10/15,3,0,1,5,1,10,7,2,2,10,36 to 50,Female,726.1
1402,11/10/15,3,4,7,10,1,4,7,2,1,7,51 or more,Female,651.8
1403,11/10/15,2,4,4,7,2,3,8,1,2,7,51 or more,Male,605.9
1404,11/10/15,3,3,10,3,1,1,10,2,1,10,21 to 35,Female,680.7
1405,11/10/15,4,3,6,3,2,8,7,2,8,1,21 to 35,Male,669.6
1406,11/10/15,4,3,4,4,2,6,4,2,8,8,36 to 50,Male,658.4
1407,11/10/15,5,4,2,9,1,2,7,1,10,10,51 or more,Female,716.0
1408,11/10/15,5,3,5,10,2,5,7,2,5,10,51 or more,Female,721.7
1409,11/10/15,3,4,4,10,1,10,7,1,1,5,21 to 35,Male,642.8
1410,11/11/15,3,3,7,10,2,1,8,2,3,10,Less than 20,Female,644.6
1411,11/11/15,2,4,5,6,1,6,6,2,1,4,51 or more,Female,663.9
1412,11/11/15,4,1,8,4,1,8,7,2,1,2,21 to 35,Male,684.9
1413,11/11/15,1,3,5,5,1,4,6,2,1,4,21 to 35,Female,649.9
1414,11/11/15,1,2,5,6,2,3,7,2,2,6,21 to 35,Female,644.8
1415,11/11/15,5,3,10,10,1,10,9,2,3,10,36 to 50,Female,719.7
1416,11/11/15,5,3,3,2,2,4,7,2,4,10,51 or more,Female,685.8
1417,11/11/15,3,3,4,6,1,4,7,2,2,4,36 to 50,Male,662.0
1418,11/11/15,0,3,3,4,1,1,6,2,0,7,36 to 50,Male,628.9
1419,11/11/15,2,4,3,8,2,5,6,2,0,5,51 or more,Female,626.3
1420,11/11/15,4,3,8,6,2,7,7,2,1,7,36 to 50,Female,684.7
1421,11/11/15,3,3,4,8,2,4,8,2,8,8,36 to 50,Female,721.7
1422,11/11/15,3,1,8,10,1,5,4,2,0,4,Less than 20,Female,705.8
1423,11/11/15,2,3,8,8,1,2,7,2,3,4,21 to 35,Female,704.1
1424,11/11/15,2,4,6,4,2,8,8,2,1,9,21 to 35,Female,635.8
1425,11/11/15,2,3,4,6,1,8,8,1,4,4,21 to 35,Female,629.0
1426,11/11/15,5,3,2,10,1,10,8,2,1,7,51 or more,Female,704.2
1427,11/12/15,2,3,4,4,1,10,6,2,1,8,Less than 20,Male,685.1
1428,11/12/15,4,3,2,4,1,10,7,1,1,3,21 to 35,Female,629.2
1429,11/12/15,5,2,10,10,1,10,8,2,10,10,21 to 35,Female,787.5
1430,11/12/15,3,3,9,9,2,7,7,2,4,5,Less than 20,Female,684.7
1431,11/12/15,3,1,4,2,2,5,7,2,0,5,51 or more,Female,623.1
1432,11/12/15,1,5,10,10,1,5,3,2,0,7,21 to 35,Male,678.4
1433,11/12/15,2,3,6,8,1,8,6,2,4,10,21 to 35,Female,730.6
1434,11/12/15,3,1,4,5,2,4,8,2,1,7,21 to 35,Female,646.9
1435,11/12/15,4,1,10,10,1,7,7,2,4,3,21 to 35,Female,722.1
1436,11/12/15,5,1,6,2,1,10,7,2,9,10,51 or more,Male,729.5
1437,11/12/15,5,1,10,10,2,10,6,2,10,10,51 or more,Male,758.2
1438,11/12/15,5,3,5,10,1,10,9,2,1,10,36 to 50,Female,736.7
1439,11/13/15,2,3,3,2,1,2,6,2,1,0,21 to 35,Female,598.5
1440,11/13/15,1,4,3,2,1,2,8,1,1,7,36 to 50,Male,617.6
1441,11/13/15,3,4,4,9,1,1,6,1,1,4,36 to 50,Female,637.4
1442,11/13/15,1,2,5,5,1,4,9,2,1,8,21 to 35,Female,698.1
1443,11/13/15,5,5,6,10,1,6,7,2,0,2,36 to 50,Female,664.1
1444,11/13/15,3,2,2,3,1,5,7,1,2,7,36 to 50,Female,631.6
1445,11/13/15,1,5,10,5,1,1,7,2,1,10,21 to 35,Female,651.2
1446,11/13/15,4,2,5,5,1,3,8,2,3,8,21 to 35,Male,673.9
1447,11/13/15,3,1,3,2,2,4,6,2,3,4,21 to 35,Female,639.7
1448,11/14/15,2,3,6,5,1,6,7,2,2,4,21 to 35,Female,676.0
1449,11/14/15,3,5,4,6,2,10,6,2,0,5,36 to 50,Male,656.2
1450,11/14/15,2,2,5,5,1,2,7,2,1,10,51 or more,Male,651.4
1451,11/14/15,4,4,8,10,1,7,8,2,1,6,51 or more,Female,729.1
1452,11/14/15,2,1,4,8,1,5,8,2,6,7,36 to 50,Male,721.9
1453,11/14/15,5,2,10,6,1,8,8,1,7,10,21 to 35,Female,731.0
1454,11/14/15,1,3,4,10,1,2,8,2,3,3,36 to 50,Female,641.4
1455,11/14/15,2,2,4,10,1,2,8,2,3,3,36 to 50,Female,648.2
1456,11/14/15,5,4,5,10,1,5,8,2,2,4,36 to 50,Female,708.3
1457,11/14/15,2,4,5,10,1,7,8,1,4,2,Less than 20,Female,667.9
1458,11/14/15,5,3,4,8,2,5,7,2,6,7,51 or more,Female,699.6
